patient|anim_group|breed|age_in_days|wt_in_kg|amount|amount_units|amount_certain|expo_time|expo_certain|finding_type|finding_numb|when_seen|finding|status|time_to_onset
80071789|"Canine Domestic"|"Labrador Retriever"|803|33.9|0.000|"Unk"|"Unknown"|"2008-08-07-12.00.25"|"Observed"|"Lab Test"|7|"2008-08-09-20.16.35"|"Serum Creatinine"|"High"|"00000002081610.000000"
80071789|"Canine Domestic"|"Labrador Retriever"|803|33.9|0.000|"Unk"|"Unknown"|"2008-08-07-12.00.25"|"Observed"|"Lab Test"|8|"2008-08-09-20.16.35"|"Serum Phosphorus"|"High"|"00000002081610.000000"
80071789|"Canine Domestic"|"Labrador Retriever"|803|33.9|0.000|"Unk"|"Unknown"|"2008-08-07-12.00.25"|"Observed"|"Condition"|10|"2008-08-10-12.00.35"|"Anuria"|"Mild"|"00000003000010.000000"
80069589|"Canine Domestic"|"Miniature Pinscher Dog"|1095|8.1|15.000|"count"|"Possible"|"2008-08-07-19.00.11"|"Observed"|"Condition"|1|"2008-08-10-12.00.52"|"Hematuria"|"Normal"|"00000002170041.000000"
80071789|"Canine Domestic"|"Labrador Retriever"|803|33.9|0.000|"Unk"|"Unknown"|"2008-08-07-12.00.25"|"Observed"|"Lab Test"|5|"2008-08-10-21.20.35"|"Blood Urea Nitrogen"|"High"|"00000003092010.000000"
80071789|"Canine Domestic"|"Labrador Retriever"|803|33.9|0.000|"Unk"|"Unknown"|"2008-08-07-12.00.25"|"Observed"|"Lab Test"|6|"2008-08-10-21.20.35"|"Serum Calcium"|"Normal"|"00000003092010.000000"
80071789|"Canine Domestic"|"Labrador Retriever"|803|33.9|0.000|"Unk"|"Unknown"|"2008-08-07-12.00.25"|"Observed"|"Lab Test"|9|"2008-08-10-21.20.35"|"Serum Chloride"|"Low"|"00000003092010.000000"
80071789|"Canine Domestic"|"Labrador Retriever"|803|33.9|0.000|"Unk"|"Unknown"|"2008-08-07-12.00.25"|"Observed"|"Lab Test"|7|"2008-08-10-21.20.35"|"Serum Creatinine"|"High"|"00000003092010.000000"
80071789|"Canine Domestic"|"Labrador Retriever"|803|33.9|0.000|"Unk"|"Unknown"|"2008-08-07-12.00.25"|"Observed"|"Lab Test"|8|"2008-08-10-21.20.35"|"Serum Phosphorus"|"High"|"00000003092010.000000"
80070365|"Canine Domestic"|"Pug Dog"|547|9.0|12.000|"count"|"Possible"|"2008-08-10-13.00.49"|"Evidence"|"Lab Test"|1|"2008-08-10-23.00.08"|"Blood Urea Nitrogen"|"Elevated"|"00000000095919.000000"
80070365|"Canine Domestic"|"Pug Dog"|547|9.0|12.000|"count"|"Possible"|"2008-08-10-13.00.49"|"Evidence"|"Condition"|3|"2008-08-10-23.00.08"|"Elevated Blood Urea Nitrogen"|"Mild"|"00000000095919.000000"
80070365|"Canine Domestic"|"Pug Dog"|547|9.0|12.000|"count"|"Possible"|"2008-08-10-13.00.49"|"Evidence"|"Lab Test"|2|"2008-08-10-23.00.08"|"Serum Creatinine"|"Normal"|"00000000095919.000000"
80070685|"Canine Domestic"|"Golden Retriever"|1826|25.3|2.000|"lb"|"Suspected"|"2008-08-11-16.15.03"|"Observed"|"Condition"|1|"2008-08-11-20.40.07"|"Hyperactivity"|"Normal"|"00000000042504.000000"
80071789|"Canine Domestic"|"Labrador Retriever"|803|33.9|0.000|"Unk"|"Unknown"|"2008-08-07-12.00.25"|"Observed"|"Lab Test"|5|"2008-08-12-08.17.35"|"Blood Urea Nitrogen"|"High"|"00000004201710.000000"
80071789|"Canine Domestic"|"Labrador Retriever"|803|33.9|0.000|"Unk"|"Unknown"|"2008-08-07-12.00.25"|"Observed"|"Lab Test"|11|"2008-08-12-08.17.35"|"Serum Albumin"|"Low"|"00000004201710.000000"
80071789|"Canine Domestic"|"Labrador Retriever"|803|33.9|0.000|"Unk"|"Unknown"|"2008-08-07-12.00.25"|"Observed"|"Lab Test"|7|"2008-08-12-08.17.35"|"Serum Creatinine"|"Elevated"|"00000004201710.000000"
80071789|"Canine Domestic"|"Labrador Retriever"|803|33.9|0.000|"Unk"|"Unknown"|"2008-08-07-12.00.25"|"Observed"|"Lab Test"|15|"2008-08-12-08.17.35"|"Serum Globulin"|"Low"|"00000004201710.000000"
80071789|"Canine Domestic"|"Labrador Retriever"|803|33.9|0.000|"Unk"|"Unknown"|"2008-08-07-12.00.25"|"Observed"|"Lab Test"|13|"2008-08-12-08.17.35"|"Serum Glucose"|"Normal"|"00000004201710.000000"
80071789|"Canine Domestic"|"Labrador Retriever"|803|33.9|0.000|"Unk"|"Unknown"|"2008-08-07-12.00.25"|"Observed"|"Lab Test"|8|"2008-08-12-08.17.35"|"Serum Phosphorus"|"High"|"00000004201710.000000"
80071789|"Canine Domestic"|"Labrador Retriever"|803|33.9|0.000|"Unk"|"Unknown"|"2008-08-07-12.00.25"|"Observed"|"Lab Test"|12|"2008-08-12-08.17.35"|"Serum Potassium"|"Elevated"|"00000004201710.000000"
80071789|"Canine Domestic"|"Labrador Retriever"|803|33.9|0.000|"Unk"|"Unknown"|"2008-08-07-12.00.25"|"Observed"|"Lab Test"|14|"2008-08-12-08.17.35"|"Serum Total Protein"|"Low"|"00000004201710.000000"
80070847|"Canine Domestic"|"Labrador Retriever"|1095|27.1|2.500|"cup"|"Evidence"|"2008-08-12-10.45.52"|"Evidence"|"Lab Test"|1|"2008-08-12-12.00.11"|"Serum Creatinine"|"Normal"|"00000000011419.000000"
80070948|"Canine Domestic"|"Miniature Dachshund Dog"|4382|3.1|0.000|"Not App"|"Not Specific"|"2008-08-12-17.45.38"|"Evidence"|"Condition"|1|"2008-08-12-20.30.00"|"Dehydration"|"Mild"|"00000000024422.000000"
80070948|"Canine Domestic"|"Miniature Dachshund Dog"|4382|3.1|0.000|"Not App"|"Not Specific"|"2008-08-12-17.45.38"|"Evidence"|"Condition"|2|"2008-08-12-20.30.37"|"Emaciation"|"Moderate"|"00000000024459.000000"
80071789|"Canine Domestic"|"Labrador Retriever"|803|33.9|0.000|"Unk"|"Unknown"|"2008-08-07-12.00.25"|"Observed"|"Lab Test"|5|"2008-08-13-08.14.35"|"Blood Urea Nitrogen"|"High"|"00000005201410.000000"
80071789|"Canine Domestic"|"Labrador Retriever"|803|33.9|0.000|"Unk"|"Unknown"|"2008-08-07-12.00.25"|"Observed"|"Lab Test"|11|"2008-08-13-08.14.35"|"Serum Albumin"|"Low"|"00000005201410.000000"
80071789|"Canine Domestic"|"Labrador Retriever"|803|33.9|0.000|"Unk"|"Unknown"|"2008-08-07-12.00.25"|"Observed"|"Lab Test"|7|"2008-08-13-08.14.35"|"Serum Creatinine"|"Elevated"|"00000005201410.000000"
80071789|"Canine Domestic"|"Labrador Retriever"|803|33.9|0.000|"Unk"|"Unknown"|"2008-08-07-12.00.25"|"Observed"|"Lab Test"|15|"2008-08-13-08.14.35"|"Serum Globulin"|"Normal"|"00000005201410.000000"
80071789|"Canine Domestic"|"Labrador Retriever"|803|33.9|0.000|"Unk"|"Unknown"|"2008-08-07-12.00.25"|"Observed"|"Lab Test"|13|"2008-08-13-08.14.35"|"Serum Glucose"|"Elevated"|"00000005201410.000000"
80071789|"Canine Domestic"|"Labrador Retriever"|803|33.9|0.000|"Unk"|"Unknown"|"2008-08-07-12.00.25"|"Observed"|"Lab Test"|8|"2008-08-13-08.14.35"|"Serum Phosphorus"|"High"|"00000005201410.000000"
80071789|"Canine Domestic"|"Labrador Retriever"|803|33.9|0.000|"Unk"|"Unknown"|"2008-08-07-12.00.25"|"Observed"|"Lab Test"|12|"2008-08-13-08.14.35"|"Serum Potassium"|"Elevated"|"00000005201410.000000"
80071789|"Canine Domestic"|"Labrador Retriever"|803|33.9|0.000|"Unk"|"Unknown"|"2008-08-07-12.00.25"|"Observed"|"Lab Test"|14|"2008-08-13-08.14.35"|"Serum Total Protein"|"Low"|"00000005201410.000000"
80070847|"Canine Domestic"|"Labrador Retriever"|1095|27.1|2.500|"cup"|"Evidence"|"2008-08-12-10.45.52"|"Evidence"|"Lab Test"|1|"2008-08-13-12.00.11"|"Serum Creatinine"|"Normal"|"00000001011419.000000"
80071789|"Canine Domestic"|"Labrador Retriever"|803|33.9|0.000|"Unk"|"Unknown"|"2008-08-07-12.00.25"|"Observed"|"Condition"|10|"2008-08-13-12.00.35"|"Anuria"|"Normal"|"00000006000010.000000"
80071789|"Canine Domestic"|"Labrador Retriever"|803|33.9|0.000|"Unk"|"Unknown"|"2008-08-07-12.00.25"|"Observed"|"Lab Test"|16|"2008-08-13-12.00.35"|"Blood Lymphocytes"|"Low"|"00000006000010.000000"
80071789|"Canine Domestic"|"Labrador Retriever"|803|33.9|0.000|"Unk"|"Unknown"|"2008-08-07-12.00.25"|"Observed"|"Lab Test"|21|"2008-08-13-12.00.35"|"Blood Platelets"|"Low"|"00000006000010.000000"
80071789|"Canine Domestic"|"Labrador Retriever"|803|33.9|0.000|"Unk"|"Unknown"|"2008-08-07-12.00.25"|"Observed"|"Lab Test"|18|"2008-08-13-12.00.35"|"Granulocytes"|"High"|"00000006000010.000000"
80071789|"Canine Domestic"|"Labrador Retriever"|803|33.9|0.000|"Unk"|"Unknown"|"2008-08-07-12.00.25"|"Observed"|"Lab Test"|17|"2008-08-13-12.00.35"|"Monocytes"|"Low"|"00000006000010.000000"
80071789|"Canine Domestic"|"Labrador Retriever"|803|33.9|0.000|"Unk"|"Unknown"|"2008-08-07-12.00.25"|"Observed"|"Lab Test"|19|"2008-08-13-12.00.35"|"Red Blood Cell Count"|"Low"|"00000006000010.000000"
80071789|"Canine Domestic"|"Labrador Retriever"|803|33.9|0.000|"Unk"|"Unknown"|"2008-08-07-12.00.25"|"Observed"|"Lab Test"|5|"2008-08-14-08.12.35"|"Blood Urea Nitrogen"|"High"|"00000006201210.000000"
80071789|"Canine Domestic"|"Labrador Retriever"|803|33.9|0.000|"Unk"|"Unknown"|"2008-08-07-12.00.25"|"Observed"|"Lab Test"|11|"2008-08-14-08.12.35"|"Serum Albumin"|"Normal"|"00000006201210.000000"
80071789|"Canine Domestic"|"Labrador Retriever"|803|33.9|0.000|"Unk"|"Unknown"|"2008-08-07-12.00.25"|"Observed"|"Lab Test"|7|"2008-08-14-08.12.35"|"Serum Creatinine"|"High unmeasurable"|"00000006201210.000000"
80071789|"Canine Domestic"|"Labrador Retriever"|803|33.9|0.000|"Unk"|"Unknown"|"2008-08-07-12.00.25"|"Observed"|"Lab Test"|15|"2008-08-14-08.12.35"|"Serum Globulin"|"Normal"|"00000006201210.000000"
80071789|"Canine Domestic"|"Labrador Retriever"|803|33.9|0.000|"Unk"|"Unknown"|"2008-08-07-12.00.25"|"Observed"|"Lab Test"|13|"2008-08-14-08.12.35"|"Serum Glucose"|"Elevated"|"00000006201210.000000"
80071789|"Canine Domestic"|"Labrador Retriever"|803|33.9|0.000|"Unk"|"Unknown"|"2008-08-07-12.00.25"|"Observed"|"Lab Test"|8|"2008-08-14-08.12.35"|"Serum Phosphorus"|"High"|"00000006201210.000000"
80071789|"Canine Domestic"|"Labrador Retriever"|803|33.9|0.000|"Unk"|"Unknown"|"2008-08-07-12.00.25"|"Observed"|"Lab Test"|12|"2008-08-14-08.12.35"|"Serum Potassium"|"Elevated"|"00000006201210.000000"
80071789|"Canine Domestic"|"Labrador Retriever"|803|33.9|0.000|"Unk"|"Unknown"|"2008-08-07-12.00.25"|"Observed"|"Lab Test"|14|"2008-08-14-08.12.35"|"Serum Total Protein"|"Low"|"00000006201210.000000"
70042033|"Canine Domestic"|"Labrador Retriever"|1095|27.1|2.500|"lb"|"Evidence"|"2007-05-26-13.30.12"|"Evidence"|"Condition"|2|"2008-08-14-10.09.42"|"Hypoalbuminemia"|"Mild"|"00010218203930.000000"
70042033|"Canine Domestic"|"Labrador Retriever"|1095|27.1|2.500|"lb"|"Evidence"|"2007-05-26-13.30.12"|"Evidence"|"Lab Test"|3|"2008-08-14-10.09.42"|"Serum Albumin"|"Low"|"00010218203930.000000"
80070847|"Canine Domestic"|"Labrador Retriever"|1095|27.1|2.500|"cup"|"Evidence"|"2008-08-12-10.45.52"|"Evidence"|"Lab Test"|1|"2008-08-14-12.00.11"|"Serum Creatinine"|"Normal"|"00000002011419.000000"
80071789|"Canine Domestic"|"Labrador Retriever"|803|33.9|0.000|"Unk"|"Unknown"|"2008-08-07-12.00.25"|"Observed"|"Lab Test"|5|"2008-08-15-08.19.35"|"Blood Urea Nitrogen"|"High"|"00000007201910.000000"
80071789|"Canine Domestic"|"Labrador Retriever"|803|33.9|0.000|"Unk"|"Unknown"|"2008-08-07-12.00.25"|"Observed"|"Lab Test"|7|"2008-08-15-08.19.35"|"Serum Creatinine"|"High unmeasurable"|"00000007201910.000000"
80071789|"Canine Domestic"|"Labrador Retriever"|803|33.9|0.000|"Unk"|"Unknown"|"2008-08-07-12.00.25"|"Observed"|"Lab Test"|13|"2008-08-15-08.19.35"|"Serum Glucose"|"Normal"|"00000007201910.000000"
80071789|"Canine Domestic"|"Labrador Retriever"|803|33.9|0.000|"Unk"|"Unknown"|"2008-08-07-12.00.25"|"Observed"|"Lab Test"|14|"2008-08-15-08.19.35"|"Serum Total Protein"|"Normal"|"00000007201910.000000"
80071789|"Canine Domestic"|"Labrador Retriever"|803|33.9|0.000|"Unk"|"Unknown"|"2008-08-07-12.00.25"|"Observed"|"Lab Test"|20|"2008-08-15-12.47.00"|"Mhc"|"Unknown"|"00000008004635.000000"
80071789|"Canine Domestic"|"Labrador Retriever"|803|33.9|0.000|"Unk"|"Unknown"|"2008-08-07-12.00.25"|"Observed"|"Condition"|1|"2008-08-15-13.00.14"|"Anorexia"|"Death"|"00000008005949.000000"
80071789|"Canine Domestic"|"Labrador Retriever"|803|33.9|0.000|"Unk"|"Unknown"|"2008-08-07-12.00.25"|"Observed"|"Condition"|22|"2008-08-15-13.00.14"|"Euthanized"|"Death"|"00000008005949.000000"
80071789|"Canine Domestic"|"Labrador Retriever"|803|33.9|0.000|"Unk"|"Unknown"|"2008-08-07-12.00.25"|"Observed"|"Condition"|3|"2008-08-15-13.00.14"|"Fecal Foreign Body"|"Death"|"00000008005949.000000"
80071789|"Canine Domestic"|"Labrador Retriever"|803|33.9|0.000|"Unk"|"Unknown"|"2008-08-07-12.00.25"|"Observed"|"Condition"|4|"2008-08-15-13.00.14"|"Lethargy"|"Death"|"00000008005949.000000"
80072744|"Canine Domestic"|"Toy Poodle Dog"|730|5.7|0.000|"Unk"|"Unknown"|"2008-08-17-22.00.24"|"Evidence"|"Condition"|1|"2008-08-18-04.45.48"|"Vomiting"|"Moderate"|"00000000064524.000000"
80073449|"Canine Domestic"|"Rat Terrier"|1278|9.5|0.000|"Not App"|"Not Specific"|"2008-08-20-14.30.52"|"Evidence"|"Condition"|1|"2008-08-20-15.00.14"|"Lethargy"|"Moderate"|"00000000002922.000000"
80074705|"Canine Domestic"|"Cavalier King Charles Spaniel"|913|6.7|5.000|"count"|"Observed"|"2008-08-24-15.00.10"|"Observed"|"Condition"|2|"2008-08-24-16.00.40"|"Clingy"|"Moderate"|"00000000010030.000000"
80074705|"Canine Domestic"|"Cavalier King Charles Spaniel"|913|6.7|5.000|"count"|"Observed"|"2008-08-24-15.00.10"|"Observed"|"Condition"|1|"2008-08-24-16.00.40"|"Lethargy"|"Mild"|"00000000010030.000000"
80074705|"Canine Domestic"|"Cavalier King Charles Spaniel"|913|6.7|5.000|"count"|"Observed"|"2008-08-24-15.00.10"|"Observed"|"Condition"|3|"2008-08-24-16.00.40"|"Retching"|"Mild"|"00000000010030.000000"
80075244|"Canine Domestic"|"Dalmatian Dog"|2556|36.2|0.000|"Not App"|"Not Specific"|"2008-08-25-20.30.44"|"Observed"|"Condition"|1|"2008-08-25-22.30.38"|"Pica"|"Mild"|"00000000015954.000000"
80075244|"Canine Domestic"|"Dalmatian Dog"|2556|36.2|0.000|"Not App"|"Not Specific"|"2008-08-25-20.30.44"|"Observed"|"Condition"|2|"2008-08-26-07.00.53"|"Vomiting"|"Mild"|"00000000103009.000000"
80075309|"Canine Domestic"|"Shih Tzu Dog"|210|4.0|0.000|"Not App"|"Not Specific"|"2008-08-26-10.00.06"|"Evidence"|"Condition"|2|"2008-08-26-11.00.41"|"Lethargy"|"Mild"|"00000000010035.000000"
80075309|"Canine Domestic"|"Shih Tzu Dog"|210|4.0|0.000|"Not App"|"Not Specific"|"2008-08-26-10.00.06"|"Evidence"|"Condition"|1|"2008-08-26-11.00.41"|"Vomiting"|"Mild"|"00000000010035.000000"
80075309|"Canine Domestic"|"Shih Tzu Dog"|210|4.0|0.000|"Not App"|"Not Specific"|"2008-08-26-10.00.06"|"Evidence"|"Condition"|1|"2008-08-26-15.00.36"|"Vomiting"|"Normal"|"00000000050030.000000"
80075309|"Canine Domestic"|"Shih Tzu Dog"|210|4.0|0.000|"Not App"|"Not Specific"|"2008-08-26-10.00.06"|"Evidence"|"Condition"|2|"2008-08-27-08.00.49"|"Lethargy"|"Normal"|"00000000220043.000000"
80076434|"Canine Domestic"|"Siberian Husky Dog"|438|15.8|0.000|"Unk"|"Not Specific"|"2008-08-29-10.00.07"|"Evidence"|"Condition"|1|"2008-08-29-20.08.44"|"Vomiting"|"Moderate"|"00000000100837.000000"
80076915|"Canine Domestic"|"Labrador Retriever"|2556|31.7|0.000|"Not App"|"Not Specific"|"2008-08-30-21.00.45"|"Evidence"|"Condition"|1|"2008-08-30-08.00.32"|"Diarrhea"|"Mild"|"Date error"
80078570|"Canine Domestic"|"Pug Dog"|91|5.0|0.000|"Unk"|"Unknown"|"2008-08-21-10.00.35"|"Observed"|"Condition"|8|"2008-08-30-19.00.44"|"Lethargy"|"Moderate"|"00000009090009.000000"
80077300|"Canine Domestic"|"Basset Hound"|3652|22.6|6.000|"oz"|"Suspected"|"2008-08-30-19.00.00"|"Evidence"|"Condition"|3|"2008-08-30-22.30.07"|"Diarrhea"|"Mild"|"00000000033007.000000"
80077300|"Canine Domestic"|"Basset Hound"|3652|22.6|6.000|"oz"|"Suspected"|"2008-08-30-19.00.00"|"Evidence"|"Condition"|1|"2008-08-31-03.00.38"|"Vomiting"|"Mild"|"00000000080038.000000"
80077300|"Canine Domestic"|"Basset Hound"|3652|22.6|6.000|"oz"|"Suspected"|"2008-08-30-19.00.00"|"Evidence"|"Condition"|1|"2008-08-31-17.00.59"|"Vomiting"|"Mild"|"00000000220059.000000"
80077300|"Canine Domestic"|"Basset Hound"|3652|22.6|6.000|"oz"|"Suspected"|"2008-08-30-19.00.00"|"Evidence"|"Condition"|1|"2008-09-01-03.30.50"|"Vomiting"|"Mild"|"00000001083050.000000"
80077300|"Canine Domestic"|"Basset Hound"|3652|22.6|6.000|"oz"|"Suspected"|"2008-08-30-19.00.00"|"Evidence"|"Condition"|5|"2008-09-01-06.00.52"|"Abdominal Pain"|"Mild"|"00000001110052.000000"
80077300|"Canine Domestic"|"Basset Hound"|3652|22.6|6.000|"oz"|"Suspected"|"2008-08-30-19.00.00"|"Evidence"|"Lab Test"|4|"2008-09-01-06.00.52"|"Glucose"|"High"|"00000001110052.000000"
80078570|"Canine Domestic"|"Pug Dog"|91|5.0|0.000|"Unk"|"Unknown"|"2008-08-21-10.00.35"|"Observed"|"Condition"|10|"2008-09-01-08.00.44"|"Anorexia"|"Moderate"|"00000010220009.000000"
80078570|"Canine Domestic"|"Pug Dog"|91|5.0|0.000|"Unk"|"Unknown"|"2008-08-21-10.00.35"|"Observed"|"Condition"|9|"2008-09-01-08.00.44"|"Vomiting"|"Mild"|"00000010220009.000000"
80077905|"Canine Domestic"|"German Shepherd Dog"|730|54.3|10.000|"count"|"Evidence"|"2008-09-02-19.00.54"|"Observed"|"Condition"|1|"2008-09-02-22.20.01"|"Lethargy"|"Mild"|"00000000031907.000000"
80078570|"Canine Domestic"|"Pug Dog"|91|5.0|0.000|"Unk"|"Unknown"|"2008-08-21-10.00.35"|"Observed"|"Condition"|10|"2008-09-03-08.00.44"|"Anorexia"|"Severe"|"00000012220009.000000"
80078256|"Canine Domestic"|"Pug Dog"|240|10.4|15.000|"count"|"Possible"|"2008-09-02-00.00.30"|"Evidence"|"Condition"|1|"2008-09-03-08.00.53"|"Diarrhea"|"Moderate"|"00000001080023.000000"
80078570|"Canine Domestic"|"Pug Dog"|91|5.0|0.000|"Unk"|"Unknown"|"2008-08-21-10.00.35"|"Observed"|"Condition"|8|"2008-09-03-12.00.18"|"Lethargy"|"Severe"|"00000013015943.000000"
80078570|"Canine Domestic"|"Pug Dog"|91|5.0|0.000|"Unk"|"Unknown"|"2008-08-21-10.00.35"|"Observed"|"Condition"|9|"2008-09-03-12.00.44"|"Vomiting"|"Moderate"|"00000013020009.000000"
80078570|"Canine Domestic"|"Pug Dog"|91|5.0|0.000|"Unk"|"Unknown"|"2008-08-21-10.00.35"|"Observed"|"Condition"|11|"2008-09-03-19.00.44"|"Adipsia"|"Severe"|"00000013090009.000000"
80078256|"Canine Domestic"|"Pug Dog"|240|10.4|15.000|"count"|"Possible"|"2008-09-02-00.00.30"|"Evidence"|"Condition"|2|"2008-09-04-02.00.03"|"Lethargy"|"Moderate"|"00000002015933.000000"
80078256|"Canine Domestic"|"Pug Dog"|240|10.4|15.000|"count"|"Possible"|"2008-09-02-00.00.30"|"Evidence"|"Condition"|3|"2008-09-04-02.00.10"|"Vomiting"|"Moderate"|"00000002015940.000000"
80078277|"Canine Domestic"|"German Shepherd Dog"|730|37.1|1.000|"cup"|"Evidence"|"2008-09-04-06.45.12"|"Evidence"|"Condition"|1|"2008-09-04-06.55.33"|"Vomiting"|"Moderate"|"00000000001021.000000"
80078570|"Canine Domestic"|"Pug Dog"|91|5.0|0.000|"Unk"|"Unknown"|"2008-08-21-10.00.35"|"Observed"|"Condition"|14|"2008-09-04-12.41.20"|"Anemia"|"Mild"|"00000014024045.000000"
80078570|"Canine Domestic"|"Pug Dog"|91|5.0|0.000|"Unk"|"Unknown"|"2008-08-21-10.00.35"|"Observed"|"Condition"|12|"2008-09-04-12.41.20"|"Diarrhea"|"Mild"|"00000014024045.000000"
80078570|"Canine Domestic"|"Pug Dog"|91|5.0|0.000|"Unk"|"Unknown"|"2008-08-21-10.00.35"|"Observed"|"Lab Test"|13|"2008-09-04-12.41.20"|"Hematocrit"|"Low"|"00000014024045.000000"
80078570|"Canine Domestic"|"Pug Dog"|91|5.0|0.000|"Unk"|"Unknown"|"2008-08-21-10.00.35"|"Observed"|"Lab Test"|1|"2008-09-04-19.00.44"|"Blood Urea Nitrogen"|"High unmeasurable"|"00000014090009.000000"
80078570|"Canine Domestic"|"Pug Dog"|91|5.0|0.000|"Unk"|"Unknown"|"2008-08-21-10.00.35"|"Observed"|"Lab Test"|4|"2008-09-04-19.00.44"|"Serum Calcium"|"High unmeasurable"|"00000014090009.000000"
80078570|"Canine Domestic"|"Pug Dog"|91|5.0|0.000|"Unk"|"Unknown"|"2008-08-21-10.00.35"|"Observed"|"Lab Test"|2|"2008-09-04-19.00.44"|"Serum Creatinine"|"High"|"00000014090009.000000"
80078570|"Canine Domestic"|"Pug Dog"|91|5.0|0.000|"Unk"|"Unknown"|"2008-08-21-10.00.35"|"Observed"|"Lab Test"|3|"2008-09-04-19.00.44"|"Serum Phosphorus"|"High"|"00000014090009.000000"
80078570|"Canine Domestic"|"Pug Dog"|91|5.0|0.000|"Unk"|"Unknown"|"2008-08-21-10.00.35"|"Observed"|"Lab Test"|5|"2008-09-04-19.00.44"|"Serum Potassium"|"High"|"00000014090009.000000"
80078570|"Canine Domestic"|"Pug Dog"|91|5.0|0.000|"Unk"|"Unknown"|"2008-08-21-10.00.35"|"Observed"|"Lab Test"|6|"2008-09-04-19.00.44"|"Serum Sodium"|"Low"|"00000014090009.000000"
80078570|"Canine Domestic"|"Pug Dog"|91|5.0|0.000|"Unk"|"Unknown"|"2008-08-21-10.00.35"|"Observed"|"Lab Test"|7|"2008-09-04-19.00.44"|"Serum Total CO2"|"Low"|"00000014090009.000000"
80078570|"Canine Domestic"|"Pug Dog"|91|5.0|0.000|"Unk"|"Unknown"|"2008-08-21-10.00.35"|"Observed"|"Condition"|16|"2008-09-04-20.41.20"|"Oliguria"|"Moderate"|"00000014104045.000000"
80078570|"Canine Domestic"|"Pug Dog"|91|5.0|0.000|"Unk"|"Unknown"|"2008-08-21-10.00.35"|"Observed"|"Condition"|15|"2008-09-04-20.41.20"|"Subcutaneous Edema"|"Mild"|"00000014104045.000000"
80078773|"Canine Domestic"|"Rough Collie Dog"|730|29.8|0.000|"Unk"|"Unknown"|"2008-09-05-16.20.38"|"Evidence"|"Condition"|1|"2008-09-05-17.45.58"|"Lethargy"|"Mild"|"00000000012520.000000"
80078773|"Canine Domestic"|"Rough Collie Dog"|730|29.8|0.000|"Unk"|"Unknown"|"2008-09-05-16.20.38"|"Evidence"|"Lab Test"|3|"2008-09-05-18.00.58"|"Serum Alanine Aminotransferase"|"High"|"00000000014020.000000"
80078773|"Canine Domestic"|"Rough Collie Dog"|730|29.8|0.000|"Unk"|"Unknown"|"2008-09-05-16.20.38"|"Evidence"|"Lab Test"|2|"2008-09-05-18.00.58"|"Serum Potassium"|"Low"|"00000000014020.000000"
80081243|"Canine Domestic"|"Labrador Retriever"|150|12.6|17.500|"count"|"Evidence"|"2008-09-13-00.00.42"|"Evidence"|"Condition"|1|"2008-09-13-03.00.39"|"Polyuria"|"Moderate"|"00000000025957.000000"
80081472|"Canine Domestic"|"Old English Bulldog"|1095|30.3|1.000|"count"|"Evidence"|"2008-09-13-16.20.39"|"Evidence"|"Condition"|1|"2008-09-13-17.00.39"|"Edema of the Face"|"Mild"|"00000000004000.000000"
80081472|"Canine Domestic"|"Old English Bulldog"|1095|30.3|1.000|"count"|"Evidence"|"2008-09-13-16.20.39"|"Evidence"|"Condition"|2|"2008-09-13-17.00.39"|"Urticaria"|"Moderate"|"00000000004000.000000"
80082029|"Canine Domestic"|"Labrador Retriever"|4382|45.3|0.000|"Not App"|"Not Specific"|"2008-09-13-12.00.51"|"Suspected"|"Condition"|1|"2008-09-14-19.00.57"|"Vomiting"|"Mild"|"00000001070006.000000"
80083040|"Canine Domestic"|"Parson Russell Terrier"|730|6.7|4.000|"count"|"Observed"|"2008-09-18-16.00.08"|"Observed"|"Condition"|1|"2008-09-18-18.38.43"|"Lethargy"|"Mild"|"00000000023835.000000"
80083911|"Canine Domestic"|"Chihuahua Dog"|1826|2.0|0.000|"Unk"|"Unknown"|"2008-09-20-19.30.07"|"Observed"|"Condition"|1|"2008-09-20-07.00.22"|"Vomiting"|"Mild"|"Date error"
80083911|"Canine Domestic"|"Chihuahua Dog"|1826|2.0|0.000|"Unk"|"Unknown"|"2008-09-20-19.30.07"|"Observed"|"Condition"|2|"2008-09-21-11.00.02"|"Dehydration"|"Severe"|"00000000152955.000000"
80083911|"Canine Domestic"|"Chihuahua Dog"|1826|2.0|0.000|"Unk"|"Unknown"|"2008-09-20-19.30.07"|"Observed"|"Lab Test"|5|"2008-09-21-11.00.22"|"Albumin"|"Low"|"00000000153015.000000"
80083911|"Canine Domestic"|"Chihuahua Dog"|1826|2.0|0.000|"Unk"|"Unknown"|"2008-09-20-19.30.07"|"Observed"|"Lab Test"|4|"2008-09-21-11.00.22"|"Total Solids"|"Not asked"|"00000000153015.000000"
80083911|"Canine Domestic"|"Chihuahua Dog"|1826|2.0|0.000|"Unk"|"Unknown"|"2008-09-20-19.30.07"|"Observed"|"Lab Test"|3|"2008-09-21-11.00.57"|"Hematocrit"|"Not asked"|"00000000153050.000000"
80084734|"Canine Domestic"|"American Bulldog"|1826|40.7|4.000|"count"|"Possible"|"2008-09-23-18.30.05"|"Evidence"|"Condition"|1|"2008-09-23-20.45.25"|"Vomiting"|"Mild"|"00000000021520.000000"
